날짜,지역,최저온도,최고온도,강수량,증발,풍향,풍속,습도,기압,구름,온도,금일 비 여부,내일 비 여부
2009-09-20,Albury,8,18.9,0.4,NA,W,20,50,1013.7,NA,16.8,No,No
2009-09-21,Albury,3.7,19,0.2,NA,ENE,15,50,1008.2,NA,18.3,No,Yes
2009-09-22,Albury,11.5,20.2,8.4,NA,N,13,55,999.2,1,19.2,Yes,Yes
2009-09-23,Albury,9.3,16.8,28.8,NA,WSW,30,54,1003.8,8,15.9,Yes,Yes
2009-09-24,Albury,8.2,18.2,1.4,NA,NW,24,55,1011.8,4,17.2,Yes,No
2009-09-25,Albury,5.3,20.6,0,NA,N,13,57,1002.9,7,17.3,No,Yes
2009-09-26,Albury,6.8,12.2,6,NA,W,24,72,1003.9,6,11.1,Yes,Yes
2009-09-27,Albury,4.5,12.9,1.6,NA,W,37,72,1008.4,8,10.7,Yes,No
2009-09-28,Albury,5.5,17.9,0,NA,W,24,56,1009.9,1,16.8,No,No
2009-09-29,Albury,1.7,17,0,NA,WNW,11,49,1013.4,NA,16.2,No,No
2009-09-30,Albury,4,21.4,0,NA,NNE,17,36,1013.4,NA,20.9,No,No
2009-10-01,Albury,8.9,21.1,0,NA,S,9,61,1008.8,NA,19.4,No,No
2009-10-02,Albury,11.7,22,0,NA,SSW,11,55,1004.9,NA,20.6,No,Yes
2009-10-03,Albury,8.5,13.5,3.2,NA,ESE,11,75,1015.1,7,13,Yes,Yes
2009-10-04,Albury,9.6,16.2,1.8,NA,SE,9,75,1019.4,1,14.8,Yes,No
2009-10-05,Albury,8.3,19.7,0.2,NA,SW,20,47,1018.6,NA,19.2,No,No
2009-10-06,Albury,5.2,16.2,0,NA,SSE,15,77,1018.3,2,10,No,Yes
2009-10-07,Albury,3.8,15.9,3.6,NA,SSW,15,42,1018.5,NA,15.2,Yes,No
2009-10-08,Albury,1.2,16.3,0,NA,SE,13,43,1023.2,NA,15.7,No,No
2009-10-09,Albury,3.2,18.2,0,NA,S,9,39,1025.7,NA,17.8,No,No
2009-10-10,Albury,4.6,19,0,NA,S,9,36,1025.7,NA,17.3,No,No
2009-10-11,Albury,6.4,18.7,0,NA,NNE,17,50,1016.9,NA,18.2,No,No
2009-10-12,Albury,5.8,23.3,0,NA,NE,20,64,999.4,1,19,No,Yes
2009-10-13,Albury,6.6,17.7,2,NA,NW,30,71,997.6,6,14.8,Yes,Yes
2009-10-14,Albury,9.5,15.1,7,NA,W,30,60,1002.7,1,14.1,Yes,Yes
2009-10-15,Albury,9.7,15.7,1.4,NA,WSW,22,84,1007.8,8,10.9,Yes,Yes
2009-10-16,Albury,4.1,16.6,6.8,NA,WNW,19,56,1016.2,4,14.9,Yes,No
2009-10-17,Albury,4.6,19.2,0,NA,W,13,46,1021.6,1,18.8,No,No
2009-10-18,Albury,5.1,20.3,0,NA,ESE,9,50,1024.7,8,19.3,No,No
2009-10-19,Albury,5.1,22.7,0,NA,NW,6,38,1023.7,NA,22,No,No
2009-10-20,Albury,6.9,26.6,0,NA,S,17,31,1018.4,NA,25.8,No,No
2009-10-21,Albury,8.8,27.1,0,NA,SSE,15,44,1017.4,NA,25.3,No,No
2009-10-22,Albury,9.1,27.1,0,NA,SSE,13,38,1018.4,NA,25.4,No,No
2009-10-23,Albury,8.1,23.9,0,NA,SW,13,26,1017.6,NA,23.2,No,No
2009-10-24,Albury,7.4,25.4,0,NA,W,13,28,1016.2,NA,24.8,No,No
2009-10-25,Albury,10.6,23.1,0,NA,WSW,13,34,1013,NA,21.3,No,No
2009-10-26,Albury,10.8,22,0,NA,SSE,15,38,1022,NA,20.9,No,No
2009-10-27,Albury,5.9,24.1,0,NA,NNE,9,43,1023.1,NA,23.4,No,No
2009-10-28,Albury,11.3,26.8,0,NA,SE,9,41,1020.9,NA,25.8,No,No
2009-10-29,Albury,14.5,26.9,0,NA,N,20,50,1020.6,NA,25.8,No,No
2009-10-30,Albury,13.7,29.1,0,NA,S,11,46,1019.5,NA,28.4,No,No
2009-10-31,Albury,15.6,30.8,0,NA,SE,11,38,1019,NA,30.3,No,No
2009-11-01,Albury,17.8,34,0,NA,SE,17,35,1017.3,NA,32.7,No,No
2009-11-02,Albury,18.7,32.4,0,NA,SE,9,47,1014.6,NA,31.1,No,No
2009-11-03,Albury,18.7,24.3,0,NA,W,20,39,1011.9,NA,21.9,No,No
2009-11-04,Albury,10,23.2,0,NA,WNW,19,27,1015.8,NA,22.6,No,No
2009-11-05,Albury,6.6,25.3,0,NA,SE,26,28,1017.3,NA,25.3,No,No
2009-11-06,Albury,10.8,27.9,0,NA,S,15,32,1021.8,NA,27,No,No
2009-11-07,Albury,11.3,29.8,0,NA,S,15,27,1025.3,NA,28.9,No,No
2009-11-08,Albury,13.5,31.8,0,NA,E,9,29,1024.8,NA,30.3,No,No
2009-11-09,Albury,15.4,33.4,0,NA,SSE,13,29,1020.6,NA,32.8,No,No
2009-11-10,Albury,15.9,35.2,0,NA,SW,11,23,1017.2,NA,33.8,No,No
2009-11-11,Albury,17.1,36,0,NA,SE,13,18,1017.8,NA,34.9,No,No
2009-11-12,Albury,16.7,35.1,0,NA,SW,28,18,1014.8,NA,34.6,No,No
2009-11-13,Albury,18.1,32.8,0,NA,SSE,17,22,1013.9,NA,31.7,No,No
2009-11-14,Albury,13.4,35.4,0,NA,SSW,11,25,1011.2,NA,32.6,No,No
2009-11-15,Albury,17.2,36.3,0,NA,W,22,16,1006.5,NA,35.4,No,No
2009-11-16,Albury,15.3,35.1,0,NA,S,13,20,1002.6,NA,33.4,No,No
2009-11-17,Albury,12.1,30.5,0,NA,SSE,9,18,1005.9,NA,28.6,No,No
2009-11-18,Albury,11.4,33.5,0,NA,W,9,18,1007.1,NA,32.7,No,No
2009-11-19,Albury,18.6,39.7,0,NA,WNW,22,11,1004.6,NA,39,No,No
2009-11-20,Albury,15.3,38.2,0,NA,WNW,13,21,1002.3,1,36.4,No,Yes
2009-11-21,Albury,19.3,21,10.6,NA,SSE,9,91,1009,8,20.8,Yes,Yes
2009-11-22,Albury,18.3,28.3,25.8,NA,W,46,67,1003.5,8,25.6,Yes,No
2009-11-23,Albury,11.9,23.6,0.4,NA,S,9,37,1020.6,NA,22.7,No,No
2009-11-24,Albury,12.8,25.8,0,NA,S,7,40,1021.6,1,24.9,No,No
2009-11-25,Albury,17.2,32.9,0,NA,S,7,36,1016,NA,32,No,No
2009-11-26,Albury,21,34.5,0,NA,WNW,39,70,1008.4,4,25.2,No,Yes
2009-11-27,Albury,15.9,26.2,10.2,NA,NA,0,56,1008.6,5,24.7,Yes,No
2009-11-28,Albury,17.1,26.4,0,NA,NW,24,27,1002.7,1,25.7,No,Yes
2009-11-29,Albury,12.8,22.3,9.4,NA,WNW,19,54,1000.9,4,20.7,Yes,Yes
2009-11-30,Albury,13.2,23.9,2.4,NA,SE,24,35,1009.3,1,23.6,Yes,No
2009-12-01,Albury,12.3,23.6,0,NA,SE,22,31,1016.9,NA,22.6,No,No
2009-12-02,Albury,10.6,27,0,NA,WSW,9,29,1018.9,NA,25.5,No,No
2009-12-03,Albury,11.4,31.5,0,NA,NNW,17,16,1014.3,NA,29.8,No,No
2009-12-04,Albury,12.3,27.5,0,NA,SW,20,7,1014.4,NA,26.8,No,No
2009-12-05,Albury,10.7,26.7,0,NA,WSW,24,22,1012.9,NA,25.7,No,No
2009-12-06,Albury,11.1,30.7,0,NA,W,13,23,1012.4,NA,28.7,No,No
2009-12-07,Albury,13.4,31.9,0,NA,NW,28,19,1009,NA,30.6,No,No
2009-12-08,Albury,18.2,24.9,0,NA,SW,28,45,1006,5,21.8,No,Yes
2009-12-09,Albury,9.2,25.4,1.2,NA,NW,15,24,1009.2,NA,23.4,Yes,No
2009-12-10,Albury,14.2,27.4,0,NA,W,19,26,1004.7,7,25.6,No,No
2009-12-11,Albury,9.2,22.6,1,NA,SW,20,30,1016.3,3,21,No,No
2009-12-12,Albury,9,26.5,0,NA,SW,15,31,1016.1,4,26,No,No
2009-12-13,Albury,11.8,29.6,0,NA,WSW,24,27,1015,NA,28.9,No,No
2009-12-14,Albury,13.6,32,0,NA,SSE,15,25,1015.8,NA,30.6,No,No
2009-12-15,Albury,13.1,34.7,0,NA,S,19,22,1015.4,NA,32.5,No,No
2009-12-16,Albury,14.6,38.6,0,NA,NNE,20,8,1012.3,NA,36.9,No,No
2009-12-17,Albury,14.5,40.3,0,NA,WNW,50,28,1005.7,2,31.4,No,Yes
2009-12-18,Albury,12.2,26.4,3,NA,W,17,19,1014.1,NA,24.9,Yes,No
2009-12-19,Albury,11.1,29.2,0,NA,WSW,20,23,1014.2,NA,27.7,No,No
2009-12-20,Albury,12,31.3,0,NA,ESE,7,21,1013.7,NA,30.4,No,No
2009-12-21,Albury,12.7,33.7,0,NA,NW,22,10,1009.6,NA,32.7,No,No
2009-12-22,Albury,15.1,36.6,0,NA,SW,19,10,1007.3,NA,35.9,No,No
2009-12-23,Albury,18.1,38.2,0,NA,N,11,12,1008.8,NA,37.5,No,No
2009-12-24,Albury,22.9,34.6,0,NA,NNW,20,29,1006.3,NA,30.4,No,Yes
2009-12-25,Albury,18.8,28.3,9.8,NA,NNE,6,49,1008,1,27.5,Yes,No
2009-12-26,Albury,17.1,31.3,0,NA,NW,7,34,1011.9,NA,29.4,No,No
2009-12-27,Albury,17.6,27.3,0,NA,NE,15,74,1013.9,NA,22.7,No,No
2009-12-28,Albury,17.8,35.9,0,NA,WSW,11,23,1012.6,NA,34.1,No,No
2009-12-29,Albury,18.7,35.9,0,NA,NE,9,24,1017,NA,34.1,No,No
2009-12-30,Albury,19.8,36.8,0,NA,NE,15,15,1016.7,NA,35.1,No,No
2009-12-31,Albury,21.1,33.2,0,NA,NE,20,35,1012,1,31.1,No,Yes
2010-01-01,Albury,19.4,31.9,5,NA,WNW,9,40,1008.5,1,30.9,Yes,Yes
2010-01-02,Albury,18.6,29.1,12.4,NA,W,28,48,1006.2,NA,28,Yes,No
2010-01-03,Albury,12.2,29.7,0,NA,SW,19,32,1012.5,NA,28,No,No
2010-01-04,Albury,14.8,32.8,0,NA,NNW,9,24,1013.6,NA,30.6,No,No
2010-01-05,Albury,15,35.8,0,NA,NW,17,13,1011.5,NA,34.9,No,No
2010-01-06,Albury,16.3,33.8,0,NA,W,26,7,1011.5,NA,33.4,No,No
2010-01-07,Albury,15,33,0,NA,NA,NA,17,1012.7,1,31.8,No,No
2010-01-08,Albury,17.4,36.4,0,NA,WNW,13,19,1014.6,NA,35.3,No,No
2010-01-09,Albury,19.6,39.8,0,NA,W,22,19,1013.1,1,38.6,No,No
2010-01-10,Albury,20.6,42.2,0,NA,SW,15,8,1011.2,NA,41.2,No,No
2010-01-11,Albury,21,42.2,0,NA,NNW,9,15,1009.1,NA,40.9,No,No
2010-01-12,Albury,24.5,42.4,0.2,NA,NNW,33,12,1003.6,NA,41.1,No,No
2010-01-13,Albury,22.6,28.4,0.4,NA,WNW,11,79,1012,8,19.9,No,Yes
2010-01-14,Albury,15.7,31.7,3,NA,SSE,19,28,1013.2,NA,30.4,Yes,No
2010-01-15,Albury,17.2,36.3,0,NA,NE,13,20,1011.4,NA,34.4,No,No
2010-01-16,Albury,21.8,36.6,0,NA,W,30,11,1004.1,NA,36,No,No
2010-01-17,Albury,16.8,25.6,0,NA,W,35,24,1005.5,1,24.1,No,No
2010-01-18,Albury,10.5,22.6,0,NA,WSW,30,30,1007,8,20.5,No,No
2010-01-19,Albury,8.7,25.2,0,NA,WSW,30,27,1009.7,NA,23.8,No,No
2010-01-20,Albury,11,32.9,0,NA,WNW,19,15,1008.8,NA,30.7,No,No
2010-01-21,Albury,15.4,37.3,0,NA,WNW,22,18,1008.1,NA,34.3,No,No
2010-01-22,Albury,19.2,41.8,0,NA,NNW,31,9,1003.7,NA,39.1,No,No
2010-01-23,Albury,24.7,35.4,0,NA,W,19,9,1006.5,NA,34.6,No,No
2010-01-24,Albury,14.4,33.7,0,NA,WNW,15,22,1009.7,NA,31.7,No,No
2010-01-25,Albury,14.3,35.8,0,NA,WSW,17,8,1008.1,NA,34.7,No,No
2010-01-26,Albury,15.1,35.9,0,NA,WSW,17,10,1008.5,NA,34.4,No,No
2010-01-27,Albury,17.7,36.4,0,NA,WSW,15,14,1007.9,NA,35.3,No,No
2010-01-28,Albury,15.2,34.4,0,NA,WNW,22,8,1005.2,NA,34.1,No,No
2010-01-29,Albury,16,35.2,0,NA,NNE,7,14,1007.7,NA,33.9,No,No
2010-01-30,Albury,18.9,36.5,0,NA,NW,9,22,1012,NA,34.8,No,No
2010-01-31,Albury,21.7,36.3,0,NA,E,15,16,1009.7,NA,34.7,No,No
2010-02-01,Albury,21,38.2,0,NA,SSE,15,19,1009.9,NA,36.9,No,Yes
2010-02-02,Albury,17.8,34.3,8.6,NA,NE,9,24,1011.7,NA,32.5,Yes,No
2010-02-03,Albury,17.9,35.6,0,NA,ESE,17,23,1008.5,3,34.6,No,No
2010-02-04,Albury,23.5,32,0,NA,NA,NA,44,1006.2,NA,31.1,No,Yes
2010-02-05,Albury,19.2,26.1,52.2,NA,SSW,13,70,1009.4,8,25,Yes,Yes
2010-02-06,Albury,19.5,30.3,5.6,NA,SE,22,38,1015.7,NA,30.1,Yes,No
2010-02-07,Albury,20.3,33.9,0,NA,E,6,32,1017.5,NA,32.6,No,No
2010-02-08,Albury,23,34,0,NA,ESE,11,32,1017.8,7,33.8,No,No
2010-02-10,Albury,21.7,35.6,NA,NA,S,15,28,1014.7,4,32.9,NA,No
2010-02-12,Albury,22.5,29.1,NA,NA,NNW,11,67,1007.8,7,26.4,NA,No
2010-02-13,Albury,20.8,27.1,0,NA,NE,11,59,1007.9,1,26.6,No,No
2010-02-14,Albury,20.5,30.3,0,NA,SE,20,43,1003.9,8,28.9,No,No
2010-02-15,Albury,17.8,26.8,0,NA,SE,28,44,1008.8,NA,26.2,No,No
2010-02-16,Albury,17.6,29,0,NA,E,13,34,1013.3,NA,27.2,No,No
2010-02-18,Albury,NA,31.2,NA,NA,SSW,7,24,1019.1,NA,30,NA,No
2010-02-19,Albury,16.4,30.3,0,NA,WNW,9,34,1019.6,NA,29.2,No,No
2010-02-20,Albury,15.7,31.8,0,NA,N,19,35,1014.3,2,30.9,No,No
2010-02-21,Albury,19.6,34.7,0.6,NA,SE,24,59,1011.2,8,27.3,No,Yes
2010-02-22,Albury,20.2,26.4,3.6,NA,NW,9,70,1011.9,8,24.2,Yes,No
2010-02-23,Albury,12.5,26.1,0.2,NA,SSE,11,34,1016.7,NA,24.3,No,No
2010-02-24,Albury,12.8,28.5,0,NA,SE,11,35,1018.4,NA,26.4,No,No
2010-02-25,Albury,15,31,0,NA,ESE,7,33,1021.3,NA,29.3,No,No
2010-02-27,Albury,NA,26.3,NA,NA,E,13,62,1018.3,2,24.8,NA,Yes
2010-02-28,Albury,18.2,29.3,1.4,NA,W,20,45,1013.6,NA,28.5,Yes,No
2010-03-02,Albury,11.2,28.5,NA,NA,ESE,15,23,1015.4,NA,26.5,NA,No
2010-03-03,Albury,12.5,31.2,0,NA,ENE,4,26,1014.2,NA,28.9,No,No
2010-03-04,Albury,15.1,NA,0,NA,S,11,35,1009.8,NA,28.6,No,No
2010-03-05,Albury,NA,22.3,0,NA,NE,17,93,1006.6,8,20.1,No,Yes
2010-03-06,Albury,18.8,30.3,20.6,NA,N,7,48,1009,1,29.4,Yes,Yes
2010-03-07,Albury,18.3,22.9,5.8,NA,E,13,82,1008.8,7,21.1,Yes,Yes
2010-03-08,Albury,18.1,25.5,66,NA,NNW,37,38,1007.5,1,24.1,Yes,Yes
2010-03-09,Albury,15.7,22.4,6.2,NA,WNW,17,67,1015.9,8,19,Yes,No
2010-03-11,Albury,12.3,24.4,NA,NA,SE,11,40,1030.2,NA,22.8,NA,No
2010-03-12,Albury,10.6,25,0,NA,W,4,40,1033.6,NA,24.1,No,No
2010-03-13,Albury,11.5,25.7,0,NA,E,9,44,1031.4,NA,23.9,No,No
2010-03-14,Albury,12.2,26.3,0,NA,SSE,7,37,1026,NA,24.8,No,No
2010-03-15,Albury,13.2,26.6,0,NA,SSW,11,38,1022.3,1,26,No,No
2010-03-16,Albury,12.5,28.6,0,NA,SSW,4,28,1021,NA,28.1,No,No
2010-03-17,Albury,13.3,29.6,0,NA,W,4,35,1023.3,NA,29.5,No,No
2010-03-18,Albury,15.1,30.4,0,NA,W,9,36,1022.2,NA,29.7,No,No
2010-03-19,Albury,14.9,31.4,0,NA,WNW,15,31,1017.3,1,30,No,No
2010-03-20,Albury,16.7,31.9,0,NA,SW,19,36,1017.9,NA,31.5,No,No
2010-03-21,Albury,16.8,25.6,0,NA,WSW,24,46,1017.7,NA,24.7,No,No
2010-03-22,Albury,9.1,25.3,0,NA,WNW,13,36,1018.8,NA,24.1,No,No
2010-03-23,Albury,8.3,27,0,NA,WNW,19,23,1018.6,NA,26.1,No,No
2010-03-24,Albury,10.5,28.8,0,NA,W,6,31,1019.5,NA,26.9,No,No
2010-03-25,Albury,11.6,29.6,0,NA,NNW,6,32,1018,NA,28.9,No,No
2010-03-26,Albury,12.6,30,0,NA,WNW,11,32,1016.4,NA,29.1,No,No
2010-03-27,Albury,15.6,30.2,0,NA,S,9,32,1017,NA,30,No,No
2010-03-28,Albury,17.2,28.7,0,NA,N,13,41,1011.8,NA,28.3,No,Yes
2010-03-29,Albury,18.2,26.3,11,NA,WNW,20,61,1014.9,5,24.8,Yes,No
2010-03-30,Albury,16.5,26.9,0.4,NA,WSW,11,44,1017.6,NA,26,No,No
2010-03-31,Albury,13.4,26.1,0,NA,NE,9,42,1018.1,1,25.1,No,No
2010-04-01,Albury,11.6,25.8,0,NA,NW,9,44,1017.4,2,25.2,No,No
2010-04-02,Albury,10,25.1,0,NA,S,6,42,1017.4,NA,24.4,No,No
2010-04-03,Albury,12.4,24.8,0,NA,NE,11,41,1018.4,5,24.7,No,No
2010-04-04,Albury,12.5,24.8,0,NA,N,7,37,1018.2,NA,24.2,No,No
2010-04-05,Albury,10.3,25.3,0,NA,ENE,9,38,1016.3,NA,24.6,No,No
2010-04-06,Albury,10.6,24.7,0,NA,ENE,20,40,1013.3,NA,23.8,No,Yes
2010-04-07,Albury,15.7,23.4,3,NA,WNW,9,69,1010.5,3,23.2,Yes,Yes
2010-04-08,Albury,13.5,23.1,3.2,NA,WSW,20,53,1015.3,1,23,Yes,No
2010-04-09,Albury,10.1,21.9,0,NA,SSE,7,55,1011.3,2,21.2,No,No
2010-04-10,Albury,14.1,18.6,0.2,NA,NE,11,79,1009,8,18.3,No,Yes
2010-04-11,Albury,14.2,18.7,7,NA,W,35,43,1010.2,2,17.8,Yes,No
2010-04-12,Albury,5.6,17.4,0,NA,SW,24,54,1017.3,8,16,No,No
2010-04-13,Albury,4.6,19.9,0,NA,W,11,49,1021.1,NA,19.5,No,No
2010-04-14,Albury,5.1,21.9,0,NA,SSW,7,49,1020.1,NA,21.6,No,No
2010-04-15,Albury,6.1,23.5,0,NA,S,6,40,1020.7,NA,22.4,No,No
2010-04-16,Albury,7.7,24.7,0,NA,SSE,11,45,1023,NA,24.1,No,No
2010-04-17,Albury,8.5,25.4,0,NA,SSE,11,38,1024.4,NA,25,No,No
2010-04-18,Albury,10.1,25.1,0,NA,S,9,47,1023.2,NA,24.6,No,No
2010-04-19,Albury,11.2,25.9,0,NA,SSE,9,46,1021.9,3,25.6,No,No
2010-04-20,Albury,11.8,25.2,0,NA,E,13,49,1020.1,1,24.3,No,No
2010-04-21,Albury,12.3,27.5,0,NA,SSW,7,44,1019.5,NA,26.4,No,No
2010-04-22,Albury,11.4,27.3,0,NA,SSW,9,40,1019.4,NA,26.4,No,No
2010-04-23,Albury,11.3,29,0,NA,NNW,15,34,1014,NA,27.9,No,Yes
2010-04-24,Albury,15.4,19.8,3.6,NA,NNW,28,86,1008.7,8,18.6,Yes,Yes
2010-04-25,Albury,10.8,18.5,17,NA,W,20,40,1017.6,NA,18.4,Yes,No
2010-04-26,Albury,5.1,17.9,0,NA,S,9,49,1023,NA,16.9,No,No
2010-04-27,Albury,7.1,16.1,0,NA,ENE,7,58,1018,7,15.9,No,Yes
2010-04-28,Albury,9.7,17.3,1.6,NA,WNW,17,50,1019.6,1,16.9,Yes,No
2010-04-29,Albury,10.5,17.7,0.4,NA,WSW,11,69,1020.4,8,17,No,No
2010-04-30,Albury,5.6,19.1,0,NA,ESE,2,53,1024.4,NA,19,No,No
2010-05-01,Albury,5.9,21.1,0.2,NA,NE,9,46,1024.1,NA,20.6,No,No
2010-05-02,Albury,4.8,20.7,0,NA,ESE,9,47,1024.3,NA,20.3,No,No
2010-05-03,Albury,6.8,23,0,NA,NE,11,39,1021.9,NA,22.7,No,No
2010-05-04,Albury,8,25.3,0.2,NA,N,26,29,1011.2,4,24.8,No,Yes
2010-05-05,Albury,8.9,14.5,3,NA,W,22,51,1015.5,NA,14.5,Yes,No
2010-05-06,Albury,7.1,15.3,0,NA,W,9,68,1021.6,8,15.3,No,No
2010-05-07,Albury,5.7,17.5,0,NA,WNW,6,56,1021.7,6,16.8,No,No
2010-05-08,Albury,9.6,19.3,0,NA,NA,0,59,1021.1,1,18.6,No,No
2010-05-09,Albury,5.7,19.5,0,NA,SSE,4,54,1019.6,1,18.6,No,No
2010-05-10,Albury,5,19.8,0,NA,NE,9,47,1015.2,NA,19.6,No,No
2010-05-11,Albury,3,15.6,0,NA,WSW,20,47,1014.8,NA,13.2,No,No
2010-05-12,Albury,1.3,14.9,0,NA,W,13,48,1021.5,NA,13.8,No,No
2010-05-13,Albury,1,17.1,0,NA,W,20,55,1019.9,NA,16.9,No,No
2010-05-14,Albury,3.1,17.7,0.2,NA,SE,7,46,1017.1,NA,17.1,No,No
2010-05-15,Albury,2.2,18.4,0,NA,ENE,2,44,1017.3,NA,18.1,No,No
2010-05-16,Albury,1.7,17.5,0,NA,SW,4,51,1018.9,NA,16.3,No,No
2010-05-17,Albury,4.5,17,0,NA,SSE,7,50,1017.9,NA,16.7,No,No
2010-05-18,Albury,1.6,19.7,0,NA,WNW,9,38,1018.7,NA,19.4,No,No
2010-05-19,Albury,1.4,18.5,0,NA,NW,7,39,1021.3,NA,18.4,No,No
2010-05-20,Albury,2.1,16.5,0,NA,WSW,4,44,1020.4,NA,16.1,No,No
2010-05-21,Albury,1.7,17.9,0,NA,SSE,9,42,1019.3,NA,17.5,No,No
2010-05-22,Albury,1.1,17.1,0,NA,SSE,7,45,1020.5,3,16.1,No,No
2010-05-23,Albury,0.9,18.1,0,NA,NNW,13,35,1019.2,NA,17.8,No,No
2010-05-24,Albury,5.2,16.3,0,NA,ESE,9,73,1013.3,2,15,No,Yes
2010-05-25,Albury,10.2,14.9,10.4,NA,SSE,7,99,1005,7,12.8,Yes,Yes
2010-05-26,Albury,8.4,19,13.4,NA,SSE,6,50,1010.1,NA,18.9,Yes,No
2010-05-27,Albury,5.7,16.6,0.2,NA,SSE,9,59,1018,8,16.5,No,No
2010-05-28,Albury,6.4,17,0,NA,NE,13,63,1014.3,6,17,No,Yes
2010-05-29,Albury,9.4,15,28,NA,SE,11,89,1002.8,8,14,Yes,Yes
2010-05-30,Albury,8.8,20.2,5.8,NA,SSE,31,47,1004.8,1,19.6,Yes,No
2010-05-31,Albury,10.7,19.1,0,NA,SE,15,48,1014.8,NA,18.4,No,No
2010-06-01,Albury,4.2,16.6,0,NA,SE,7,58,1018.5,NA,16.1,No,No
2010-06-02,Albury,4.3,17.7,0,NA,SSW,4,60,1020.6,NA,16.8,No,No
2010-06-03,Albury,3.4,17.7,0,NA,SE,7,50,1023.5,NA,17.2,No,No
2010-06-04,Albury,3.1,18.4,0,NA,W,11,53,1019.4,NA,18.1,No,No
2010-06-05,Albury,1.7,10.2,0,NA,WSW,11,84,1015.8,NA,8.9,No,No
2010-06-06,Albury,5,15.8,0,NA,ENE,7,61,1020.4,NA,14.6,No,No
2010-06-07,Albury,0.4,14,0,NA,S,9,50,1024.3,2,13.3,No,No
2010-06-08,Albury,3.1,12.2,0,NA,WNW,11,49,1019.5,7,11.6,No,No
2010-06-09,Albury,5.3,8.4,0,NA,WNW,13,92,1011.1,8,7.9,No,Yes
2010-06-10,Albury,4.9,12.9,2.4,NA,WSW,19,57,1021.1,6,12.5,Yes,No
2010-06-11,Albury,7.2,13.2,0,NA,WSW,13,66,1019.7,7,12.8,No,No
2010-06-12,Albury,0,13.3,0,NA,S,4,51,1024.3,NA,12.3,No,No
2010-06-13,Albury,-1,13.1,0,NA,SSE,9,47,1030.7,NA,12,No,No
2010-06-14,Albury,-2,13.2,0,NA,E,6,50,1032,6,12.6,No,No
2010-06-15,Albury,-0.3,12.8,0,NA,ESE,9,65,1028.3,1,12.4,No,No
2010-06-16,Albury,1.5,15.5,0,NA,E,9,73,1022.1,7,13.5,No,Yes
2010-06-17,Albury,7.4,16.2,11.6,NA,WNW,30,65,1010.4,NA,11,Yes,Yes
2010-06-18,Albury,3,12.2,2.2,NA,W,13,70,1018,2,10.9,Yes,Yes
2010-06-19,Albury,6.9,15.2,1.8,NA,NW,20,66,1019.6,NA,14.4,Yes,No
2010-06-20,Albury,3.6,13.1,0,NA,SSW,2,86,1026.7,8,12.7,No,No
2010-06-21,Albury,5,12.5,0.4,NA,W,9,83,1033.8,NA,11.8,No,No
2010-06-22,Albury,3,14.8,0,NA,SE,7,61,1035.2,NA,14.7,No,No
2010-06-23,Albury,3.5,16.5,0,NA,E,7,52,1032.9,8,15.5,No,No
2010-06-24,Albury,3.4,17,0,NA,E,17,56,1024.7,1,16.9,No,No
2010-06-25,Albury,7,16.1,0,NA,SE,2,95,1018.6,8,13.2,No,Yes
2010-06-26,Albury,6.2,12.1,10.2,NA,N,4,71,1020.5,8,11.1,Yes,No
2010-06-27,Albury,0.6,11.9,0.2,NA,NW,11,54,1021.8,2,11.5,No,No
2010-06-28,Albury,-0.6,8.3,0,NA,WSW,9,70,1020.3,7,8.2,No,No
2010-06-29,Albury,2.3,9.4,0,NA,N,13,57,1019.4,8,9.1,No,No
2010-06-30,Albury,5.1,9.8,0.2,NA,NNW,9,78,1019.6,8,8.8,No,Yes
2010-07-01,Albury,3.2,11.9,1.2,NA,SW,6,67,1024.3,7,10.4,Yes,No
2010-07-02,Albury,0.2,10.9,0.2,NA,SSE,7,70,1024,4,10.2,No,No
2010-07-03,Albury,1,10.3,0,NA,SW,2,76,1029.8,NA,10,No,No
2010-07-04,Albury,1.5,10.8,0,NA,NA,0,77,1029,NA,10,No,No
2010-07-05,Albury,1.8,12.1,0.2,NA,NA,0,70,1022.8,3,11.7,No,Yes
2010-07-06,Albury,2.3,13.9,5.6,NA,W,15,56,1019.2,NA,13.8,Yes,No
2010-07-07,Albury,1.5,13.5,0,NA,WNW,7,64,1025.1,NA,12.6,No,No
2010-07-08,Albury,2.1,14.8,0.4,NA,NE,6,50,1026.6,NA,14.6,No,No
2010-07-09,Albury,0,14.6,0,NA,ESE,7,57,1027.1,NA,14.1,No,No
2010-07-10,Albury,1.5,16.1,0,NA,NNE,28,61,1019.5,8,15,No,Yes
2010-07-11,Albury,5,15.4,13.4,NA,NW,11,62,1019.6,1,15.2,Yes,No
2010-07-12,Albury,3.5,15.3,0.2,NA,NA,0,62,1021,NA,15.1,No,No
2010-07-13,Albury,3.5,16.3,0,NA,E,13,93,1008.9,8,12,No,Yes
2010-07-14,Albury,6.2,10,21.4,NA,NW,19,91,1008.7,8,9.1,Yes,Yes
2010-07-15,Albury,3.4,12.2,11,NA,W,15,63,1022,6,11.4,Yes,No
2010-07-16,Albury,0.6,13.1,0,NA,NNW,2,56,1026.3,2,13,No,No
2010-07-17,Albury,-0.4,11.5,0,NA,NA,0,69,1025.9,4,10.8,No,No
